code,date,min,max
GIAOHOA,2016-03-16,4.0,8.4
GIAOHOA,2016-03-17,3.9,8.2
GIAOHOA,2016-03-18,3.1,6.1
GIAOHOA,2016-03-19,2.1,5.8
GIAOHOA,2016-03-20,3.7,5.7
GIAOHOA,2016-03-21,3.2,6.0
GIAOHOA,2016-03-22,3.7,5.7
GIAOHOA,2016-03-23,3.2,5.0
GIAOHOA,2016-03-24,3.2,5.2
GIAOHOA,2016-03-25,3.4,5.1
GIAOHOA,2016-03-26,3.7,5.3
GIAOHOA,2016-03-27,4.5,6.8
GIAOHOA,2016-03-28,5.0,8.7
GIAOHOA,2016-03-29,5.2,8.4
GIAOHOA,2016-03-30,5.5,8.8
GIAOHOA,2016-03-31,5.2,8.5
GIAOHOA,2016-04-01,4.7,6.5
GIAOHOA,2016-04-02,4.2,7.5
GIAOHOA,2016-04-03,3.8,7.1
GIAOHOA,2016-04-04,2.4,7.1
GIAOHOA,2016-04-05,2.4,6.9
GIAOHOA,2016-04-06,3.3,6.3
GIAOHOA,2016-04-07,3.4,6.5
GIAOHOA,2016-04-08,3.2,5.5
GIAOHOA,2016-04-09,3.4,5.5
GIAOHOA,2016-04-10,3.2,5.1
GIAOHOA,2016-04-11,3.4,4.9
GIAOHOA,2016-04-12,3.3,4.9
GIAOHOA,2016-04-13,2.6,4.1
GIAOHOA,2016-04-14,2.7,4.0
GIAOHOA,2016-04-15,1.2,3.1
GIAOHOA,2016-04-16,1.3,3.0
GIAOHOA,2016-04-17,1.2,4.1
GIAOHOA,2016-04-18,1.2,4.2
GIAOHOA,2016-04-19,1.5,4.6
GIAOHOA,2016-04-20,1.5,4.8
GIAOHOA,2016-04-21,2.3,5.8
GIAOHOA,2016-04-22,2.7,6.0
GIAOHOA,2016-04-23,2.6,5.2
GIAOHOA,2016-04-24,2.3,4.7
GIAOHOA,2016-04-25,2.2,4.4
GIAOHOA,2016-04-26,2.1,4.2
GIAOHOA,2016-04-27,1.8,3.4
GIAOHOA,2016-04-28,1.8,3.2
GIAOHOA,2016-04-29,1.0,2.3
GIAOHOA,2016-04-30,0.8,2.0
GIAOHOA,2016-05-01,0.8,1.9
GIAOHOA,2016-05-02,0.8,2.5
GIAOHOA,2016-05-03,0.8,2.4
GIAOHOA,2016-05-04,1.0,3.8
GIAOHOA,2016-05-05,1.1,3.6
GIAOHOA,2016-05-06,2.0,4.0
GIAOHOA,2016-05-07,2.3,4.2
GIAOHOA,2016-05-08,2.4,5.2
GIAOHOA,2016-05-09,2.6,5.4
GIAOHOA,2016-05-10,2.4,5.4
GIAOHOA,2016-05-11,2.1,4.6
GIAOHOA,2016-05-12,2.0,4.4
GIAOHOA,2016-05-13,1.3,3.2
GIAOHOA,2016-05-14,1.0,3.1
GIAOHOA,2016-05-15,0.8,2.9
GIAOHOA,2016-05-16,0.9,3.1
GIAOHOA,2016-05-17,0.9,3.0
GIAOHOA,2016-05-18,1.7,4.9
GIAOHOA,2016-05-19,1.6,4.6
GIAOHOA,2016-05-20,1.6,3.7
GIAOHOA,2016-05-21,1.4,3.5
GIAOHOA,2016-05-22,1.4,3.4
GIAOHOA,2016-05-23,1.2,3.2
GIAOHOA,2016-05-24,1.0,1.9
GIAOHOA,2016-05-25,0.7,1.3
GIAOHOA,2016-05-26,0.4,1.0
GIAOHOA,2016-05-27,0.3,0.8
GIAOHOA,2016-05-28,0.3,0.7
GIAOHOA,2016-05-29,0.3,0.6
GIAOHOA,2016-05-30,0.3,0.8
GIAOHOA,2016-05-31,0.3,0.7
GIAOHOA,2016-06-01,0.3,0.6
GIAOHOA,2016-06-02,0.2,0.5
GIAOHOA,2016-06-03,0.2,0.5
GIAOHOA,2016-06-04,0.2,0.6
GIAOHOA,2016-06-05,0.2,0.6
GIAOHOA,2016-06-06,0.2,0.6
GIAOHOA,2016-06-07,0.2,0.4
GIAOHOA,2016-06-08,0.2,0.4
GIAOHOA,2016-06-09,0.2,0.4
GIAOHOA,2016-06-10,0.2,0.4
GIAOHOA,2016-06-11,0.0,0.2
GIAOHOA,2016-06-12,0.0,0.2
GIAOHOA,2016-06-13,0.0,0.2
GIAOHOA,2016-06-14,0.0,0.2
GIAOHOA,2016-06-15,0.0,0.2
GIAOHOA,2016-06-16,0.0,1.4
GIAOHOA,2016-06-17,0.0,1.3
GIAOHOA,2016-06-18,0.0,1.0
GIAOHOA,2016-06-19,0.0,0.5
GIAOHOA,2016-06-20,0.0,0.2
GIAOHOA,2016-06-21,0.0,0.1
GIAOHOA,2016-06-22,0.0,0.1
GIAOHOA,2016-06-23,0.0,0.1
GIAOHOA,2016-06-24,0.0,0.1
GIAOHOA,2016-06-25,0.0,0.0
GIAOHOA,2016-06-26,0.0,0.0
GIAOHOA,2016-06-27,0.0,0.0
GIAOHOA,2016-06-28,0.0,0.0
GIAOHOA,2016-06-29,0.0,0.0
GIAOHOA,2016-06-30,0.0,0.0
