code,date,min,max,h01,h03,h05,h07,h09,h11,h13,h15,h17,h19,h21,h23
BINHDAI,2015-04-12,11.5,23.9,15.3,11.5,12.5,17.2,21.4,23.9,23.2,21.1,20.0,21.2,21.7,19.0
BINHDAI,2015-04-13,7.4,21.7,14.1,9.1,7.4,8.5,14.4,20.2,21.7,20.9,18.7,19.3,21.0,19.7
BINHDAI,2015-04-18,8.1,21.3,17.8,21.3,19.8,16.1,10.3,9.8,14.6,21.1,20.5,16.6,12.0,8.1
BINHDAI,2015-04-19,6.4,21.4,14.1,20.2,21.4,16.7,13.2,9.1,13.7,20.2,21.0,17.7,12.6,6.4
BINHDAI,2015-04-20,6.9,20.2,8.8,16.1,20.0,16.9,14.1,9.5,12.4,18.6,20.2,16.6,12.5,6.9
BINHDAI,2015-04-21,6.3,18.5,6.3,13.1,17.3,18.4,14.5,10.1,7.5,15.1,18.5,16.3,12.7,7.3
BINHDAI,2015-04-28,3.3,19.5,8.5,5.8,3.8,3.3,6.9,13.6,19.5,16.1,14.9,12.0,10.2,12.4
BINHDAI,2015-04-29,4.4,19.2,12.8,8.8,5.7,4.4,4.6,12.6,19.2,18.8,15.4,12.3,9.5,11.2
BINHDAI,2015-04-30,5.7,18.3,13.6,12.1,9.8,7.6,5.7,10.9,15.7,18.3,16.7,12.6,10.2,13.0
BINHDAI,2015-05-02,7.4,17.6,14.8,16.4,15.6,13.3,9.0,11.6,15.3,17.6,16.5,13.5,9.0,7.4
BINHDAI,2015-05-03,5.8,17.1,11.3,15.8,17.0,13.5,10.5,7.8,13.4,17.1,15.2,13.5,8.4,5.8
BINHDAI,2015-05-04,6.1,17.3,10.4,14.9,16.6,13.6,10.3,7.6,11.6,16.6,17.3,13.3,9.0,6.1
BINHDAI,2015-05-06,5.4,18.9,5.4,11.6,11.7,17.3,14.3,9.9,9.5,15.1,18.9,14.5,11.2,7.8
BINHDAI,2015-05-07,5.7,18.0,5.7,9.1,13.6,16.2,14.3,11.7,10.2,14.8,18.0,14.6,10.6,7.5
BINHDAI,2015-05-08,5.9,17.7,5.9,7.8,13.1,16.4,14.4,10.8,10.0,12.3,17.7,15.9,12.1,8.6
BINHDAI,2015-05-14,7.1,19.0,13.8,11.0,8.6,7.1,10.4,15.1,19.0,16.1,14.0,10.5,8.6,11.4
BINHDAI,2015-05-15,7.8,17.8,15.4,13.2,10.8,8.3,8.5,12.3,17.8,16.6,14.6,9.5,7.8,11.9
BINHDAI,2015-05-16,6.4,17.9,16.2,15.2,12.3,10.2,7.5,11.0,17.0,17.9,14.4,11.4,6.4,7.9
BINHDAI,2015-05-18,5.0,17.5,11.6,14.9,16.1,13.5,9.0,8.0,13.4,17.5,15.1,13.3,7.9,5.0
BINHDAI,2015-05-19,5.0,17.2,6.8,13.4,17.2,15.0,12.7,9.0,13.8,16.7,16.6,14.1,9.5,5.0
BINHDAI,2015-05-20,4.0,19.6,4.0,11.0,16.4,15.7,12.6,9.6,10.5,14.5,19.6,17.1,10.0,5.7
BINHDAI,2015-05-27,5.8,19.9,11.9,8.2,5.8,6.5,12.3,17.7,19.9,18.1,15.0,12.6,10.6,13.5
BINHDAI,2015-05-28,6.1,19.4,12.7,10.2,7.9,6.1,12.2,16.0,19.4,18.9,17.3,13.1,10.1,14.3
BINHDAI,2015-05-29,10.5,21.9,16.5,15.9,13.2,10.6,13.5,18.2,21.9,20.2,17.1,13.2,10.5,15.3
